Character,Sentence
Sirius,I found him.
Lupin,I know.
Sirius,It's him.
Lupin,I understand.
Sirius,Let's kill him!
Hermione,No! I trusted you!
Hermione,"And all this time, you've been his friend."
Hermione,He's a werewolf!
Hermione,That's why he's been missing classes.
Lupin,How long have you known?
Hermione,Since Professor Snape set the essay.
Lupin,"Well, Hermione."
Lupin,You are the brightest witch of your age I've ever met.
Sirius,"Enough talk, Remus!"
Sirius,"Come on, let's kill him!"
Lupin,Wait!
Sirius,I did my waiting!
Sirius,Twelve years of it! In Azkaban!
Lupin,Very well. Kill him.
Lupin,But wait one more minute.
Lupin,Harry has the right to know why.
Harry,I know why.
Harry,You betrayed my parents.
Harry,You're the reason they're dead!
Lupin,"No, it wasn't him."
Lupin,"Somebody did betray your parents somebody who, until quite recently, I believed to be dead!"
Harry,"Who was it, then?"
Sirius,Peter Pettigrew!
Sirius,And he's in this room! Right now!
Sirius,"Come out, come out, Peter!"
Sirius,"Come out, come out and play!"
Snape,Expelliarmus!
Snape,Vengeance is sweet.
Snape,How I hoped I'd be the one to catch you.
Lupin,Severus...
Snape,I told Dumbledore you were helping a friend into the castle. Here's the proof.
Sirius,"Brilliant, Snape."
Sirius,Once again you've put your keen mind to the task and come to the wrong conclusion.
Sirius,"If you'll excuse us, Remus and I have business to attend to."
Snape,Give me a reason. I beg you!
Lupin,Severus don't be a fool.
Sirius,He can't help it. It's habit.
Lupin,Sirius be quiet.
Sirius,Be quiet yourself!
Snape,"You two, quarrelling like an old married couple."
Sirius,Why don't you run along and play with your chemistry set!
Snape,"I could do it, you know."
Snape,But why deny the dementors?
Snape,They're so longing to see you.
Snape,Do I detect a flicker of fear?
Snape,"Oh, yes. A Dementor's Kiss. One can only imagine what that must be like."
Snape,"It's said to be nearly unbearable to witness, but I'll do my best."
Lupin,"Severus, please."
Snape,After you.
Harry,Expelliarmus!
Ron,Harry! What did you just do?
Hermione,You attacked a teacher!
Harry,Tell me about Peter.
Lupin,He was at school with us.
Lupin,We thought he was our friend!
Harry,No. Pettigrew's dead. You killed him!
Lupin,"No, he didn't."
Lupin,"I thought so too, until you mentioned Pettigrew on the map!"
Harry,"The map was lying, then."
Sirius,The map never lies!
Sirius,Pettigrew's alive!
Sirius,And he's right there!
Ron,Me?! He's mental!
Sirius,Not you! Your rat!
Ron,Scabbers has been in my family for...
Sirius,Twelve years?
Sirius,Curiously long life for a common garden rat!
Sirius,"He's missing a toe, isn't he?"
Ron,So what?
Harry,All they could find of Pettigrew was his...
Sirius,Finger!
Sirius,Dirty coward cut it off so everyone would think he was dead!
Sirius,And then he transformed into a rat!
Harry,Show me.
Harry,"Give it to him, Ron."
Ron,What are you trying to do to him?
Ron,Scabbers!
Ron,Leave him alone! Get off him!
Ron,What are you doing?
Pettigrew,Remus? Sirius. My old friends!
Pettigrew,Harry! Look at you.
Pettigrew,You look so much like your father.
Pettigrew,James. We were the best of friends...
Sirius,How dare you speak to Harry!
Sirius,How dare you talk about James in front of him!
Lupin,You sold James and Lily to Voldemort!
Pettigrew,I didn't mean to!
Pettigrew,The Dark Lord. You have no idea the weapons he possesses!
Pettigrew,"Ask yourself, Sirius!"
Pettigrew,What would you have done?
Pettigrew,What would you have done?
Sirius,"I'm gonna died, I'm gonna die rather than betray my friends!"
Pettigrew,James wouldn't have wanted me killed!
Pettigrew,Your dad would have spared me!
Pettigrew,He would have shown me mercy!
Sirius,"Should have realized if Voldemort didn't kill you, we would. Together!"
Harry,No!
Lupin,"Harry, this man..."
Harry,I know what he is.
Harry,But we'll take him to the castle.
Pettigrew,"Bless you, boy. Bless you!"
Harry,Get off!
Harry,I said we'd take you to the castle.
Harry,"After that, the dementors can have you."
Sirius,Sorry about the bite.
Sirius,I reckon that twinges a bit.
Ron,A bit? A bit?
Ron,You almost tore my leg off!
Sirius,I was going for the rat.
Sirius,"Normally, I have a very sweet disposition as a dog."
Sirius,"More than once, James suggested that I make the change permanent."
Sirius,The tail I could live with.
Sirius,"But the fleas, they're murder."
Harry,Okay.
Ron,You better go.
Harry,"No. Don't worry, okay?"
Harry,It's fine. I'll stay.
Hermione,"You go, I'll stay."
Harry,You okay?
Ron,I'm fine. Go.
Hermione,That looks really painful.
Ron,So painful.
Ron,They might chop it.
Hermione,I'm sure Madam Pomfrey will fix it in a heartbeat.
Ron,It's too late. It's ruined.
Ron,It'll have to be chopped off.
Sirius,"It's beautiful, isn't it?"
Sirius,I'll never forget the first time I walked through those doors.
Sirius,It'll be nice to do it again as a free man.
Sirius,That was a noble thing you did back there.
Sirius,He doesn't deserve it.
Harry,I didn't think my dad would have wanted his best friends to become killers.
Harry,"Besides, dead, the truth dies with him."
Harry,"Alive, you're free."
Pettigrew,Turn me into a flobberworm.
Pettigrew,Anything but the dementors!
Pettigrew,Ron! Haven't I been a good pet?
Pettigrew,"You won't let them give me to the dementors, will you?"
Pettigrew,I was your rat!
Pettigrew,"Sweet, clever girl! Surely you won't..."
Lupin,Get away from her!
Sirius,"I don't know if you know, Harry but when you were born, James and Lily made me your godfather."
Harry,I know.
Sirius,I can understand if you choose to stay with your aunt and uncle but if you ever wanted a different home...
Harry,What? Come and live with you?
Sirius,It's just a thought.
Sirius,I can understand if you don't want to.
Hermione,Harry!
Sirius,"Remus, my old friend."
Sirius,Have you taken your potion tonight?
Sirius,"You know the man you truly are, Remus!"
Sirius,This heart is where you truly live! Here!
Sirius,This flesh is only flesh!
Harry,Expelliarmus!
Hermione,Harry!
Sirius,Remus! Remus!
Sirius,Run! Run!
Harry,Come on.
Hermione,Wait. Wait.
Ron,Hermione! Bad idea. Bad idea.
Hermione,Professor? Professor Lupin?
Ron,Nice doggy. Nice doggy!
Snape,"There you are, Potter!"
Harry,Sirius!
Snape,"Come back here, Potter!"
Harry,Sirius!
Harry,No. Sirius!
Harry,Expecto Patronum!
Hermione,Harry?
Harry,I saw my dad.
Hermione,What?
Harry,He sent the dementors away.
Harry,I saw him across the lake.
Hermione,"Listen Harry, they've captured Sirius."
Hermione,Any minute the dementors are gonna perform the Kiss.
Harry,They're gonna kill him?
Hermione,No. It's worse.
Hermione,Much worse.
Hermione,They're going to suck out his soul.
Hermione,"Headmaster, you've got to stop them."
Hermione,They've got the wrong man.
Harry,It's true sir. Sirius is innocent.
Ron,It's Scabbers who did it.
Dumbledore,Scabbers?
Ron,"He's my rat, sir."
Ron,He's not really a rat. He was a rat.
Ron,He was my brother Percy's rat.
Ron,But then they gave him an owl...
Hermione,"The point is, we know the truth."
Hermione,Please believe us.
Dumbledore,"I do, Miss Granger."
Dumbledore,But the word of three 13-year-old wizards will convince few others.
Dumbledore,"A child's voice, however honest and true is meaningless to those who have forgotten how to listen."
Dumbledore,"Mysterious thing, time."
Dumbledore,"Powerful and when meddled with, dangerous."
Dumbledore,Sirius Black is in the topmost cell of the Dark Tower.
Dumbledore,"You know the laws, Miss Granger"
Dumbledore,You must not be seen.
Dumbledore,"And you would do well, I feel, to return before this last chime."
Dumbledore,"If not, the consequences are too ghastly to discuss."
Dumbledore,If you succeed tonight more than one innocent life may be spared.
Dumbledore,"Three turns should do it, I think."
Dumbledore,"Oh, and by the way."
Dumbledore,"When in doubt, I find retracing my steps to be a wise place to begin."
Dumbledore,Good luck.
Ron,What the bloody hell was that all about?
Hermione,"Sorry, Ron, but seeing as you can't walk..."
Harry,What just happened?
Harry,Where's Ron?
Hermione,07:30. Where were we at 7:30?
Harry,I don't know. Going to Hagrid's?
Hermione,Come on. And we can't be seen.
Harry,Hermione!
Harry,"Hermione! Hermione, wait."
Harry,"Hermione, will you please tell me what it is we're doing?"
Draco,Come to see the show?
Hermione,"You! You foul, loathsome,evil little cockroach!"
Harry,That's us.
Ron,"Hermione, no! He's not worth it."
Harry,This is not normal.
Hermione,"This is a Time-Turner, Harry."
Hermione,McGonagall gave it to me first term.
Hermione,This is how I've been getting to my lessons all year.
Harry,You mean we've gone back in time?
Hermione,Yes.
Hermione,Dumbledore obviously wanted us to return to this moment.
Hermione,"Clearly, something happened he wants us to change."
Harry,Good punch.
Hermione,Thanks.
Hermione,Malfoy's coming.
Goyle,Run.
Draco,"Not a word to anyone, understood?"
Draco,I'm gonna get that jumped-up mudblood! Mark my words.
Hermione,That felt good.
Ron,"Not good, brilliant."
Harry,Come on. We should be at Hagrid's.
Harry,Look. Buckbeak's still alive.
Hermione,Of course.
Hermione,Remember what Dumbledore said?
Hermione,"If we succeed, more than one innocent life could be spared."
Hermione,Let's go.
Harry,Here they come. I'd better hurry.
Hermione,Fudge has to see Buckbeak before we steal him.
Hermione,"Otherwise, he'll think Hagrid set him free."
Ron,"Scabbers, you're alive!"
Hagrid,Keep a closer eye on your pet.
Harry,That's Pettigrew.
Hermione,"Harry, you can't."
Harry,Hermione that's the he betrayed my parents.
Harry,You don't expect me to sit here.
Hermione,"Yes, and you must!"
Hermione,"Harry, you're in Hagrid's hut now."
Hermione,"If you go bursting in, you'll think you've gone mad."
Hermione,Awful things happen to wizards who meddle with time Harry.
Hermione,We can't be seen.
Hermione,Fudge is coming.
Hermione,And we aren't leaving?
Hermione,Why aren't we leaving?
Harry,Are you mad?
Harry,That hurt.
Hermione,Sorry.
Hermione,We're coming out the back door. Go!
Hermione,Is that really what my hair looks like from the back?
Harry,What?
Hermione,I thought I just saw… Never mind.
Ron,Let's go.
Hermione,"Okay, go, Harry. Go!"
Harry,Get away. Get off.
Dumbledore,"Minister, I really think I should sign as well."
Fudge,"Yes, very well. Perhaps it would be..."
Harry,"Okay, Buckbeak. Come quickly. "
Harry,Come with us now. Come on.
Hermione,Keep trying. Come on. Quickly.
Harry,Buckbeak. Okay?
Harry,Quickly. Hurry up. Okay?
Fudge,Your name only.
Dumbledore,It's such a very long name...
Harry,"Hurry up now, Buckbeak, okay?"
Hermione,"Come on. Come on, Buckbeak."
Hermione,Come and get the nice dead ferret.
Hermione,"Come on. It's here. Come on, Beaky."
Dumbledore,"Here we are, minister. Follow me."
Dumbledore,"Now, look there."
Fudge,Where?
Dumbledore,Look beyond the rocks.
Fudge,What am I supposed to see?
Dumbledore,Professor Dippet had that ling planted when he was headmaster.
Fudge,"Oh, yes. Indeed, indeed."
Dumbledore,And all the strawberries.
Hermione,"Come on, Buckbeak. Come on."
Fudge,I see no strawberries.
Dumbledore,Over there.
Fudge,Where?
Dumbledore,Over there.
Harry,This way.
Fudge,"Let's get this over, please."
Dumbledore,All right.
Fudge,But where is it?
Fudge,"I saw the beast, just now."
Fudge,Not a moment ago!
Dumbledore,How extraordinary.
Hagrid,Buckbeak.
Fudge,"Come now, Dumbledore."
Fudge,Someone's obviously released him.
Fudge,Hagrid?
Hermione,Buckbeak.
Dumbledore,I don't think the minister's suggesting you had anything to do with this.
Dumbledore,"Afterall, How could you?"
Dumbledore,You've been with us all the time.
Hagrid,Right.
Fudge,"Well, well."
Fudge,We must search the grounds.
Dumbledore,"Well, search the skies, if you must, minister."
Dumbledore,"Meanwhile, I'd like a nice cup of tea or a large brandy."
Dumbledore,"Oh, executioner, your services are no longer required."
Dumbledore,Thank you.
Hagrid,"You'll find no small glasses in this house, professor."
Hermione,Come on.
Harry,This way.
Harry,"This way, now."
Harry,Now what?
Hermione,We save Sirius.
Harry,How?
Hermione,No idea.
Hermione,Look. It's Lupin.
Lupin,Immobulus!
Hermione,And Snape's coming.
Harry,And now we wait.
Hermione,And now we wait.
Hermione,At least someone's enjoying himself.
Harry,Yeah.
Harry,Hermione?
Hermione,Yeah?
Harry,"Before, down by the lake, when I was with Sirius I did see someone."
Harry,That someone made the dementors go away.
Hermione,With a Patronus.
Hermione,I heard Snape telling Dumbledore.
Hermione,According to him only a really powerful wizard could have conjured it.
Harry,It was my dad.
Harry,It was my dad conjured the Patronus.
Hermione,"Harry, but your dad's..."
Harry,Dead. I know.
Harry,I'm just telling you what I saw.
Hermione,Here we come.
Harry,You see Sirius talking to me there?
Harry,He's asking me to come live with him.
Hermione,That's great.
Harry,"When we free him, I'll never have to go back to the Dursleys'."
Harry,It'll just be me and him.
Harry,We could live in the country someplace you can see the sky.
Harry,He'll like that after all those years in Azkaban.
Hermione,Harry!
Sirius,Run! Run!
Harry,Let's go.
Harry,What are you doing?
Hermione,Saving your life.
Harry,Thanks.
Harry,Great. Now he's coming for us.
Hermione,"Yeah, I didn't think about that. Run!"
Hermione,That was so scary.
Harry,Poor Professor Lupin's having a really tough night.
Harry,Sirius. Come on!
Hermione,This is horrible.
Harry,Don't worry.
Harry,My dad will come.
Harry,He'll conjure the Patronus.
Harry,Any minute now.
Harry,Right there. You'll see.
Hermione,"Harry, listen to me."
Hermione,No one's coming.
Harry,"Don't worry, he will."
Harry,He will come.
Harry,Sirius.
Hermione,You're dying both of you.
Hermione,Harry!
Harry,Expecto Patronum!
Harry,"You were right, Hermione."
Harry,It wasn't my dad I saw earlier. It was me!
Harry,I saw myself conjuring the Patronus before.
Harry,"I knew I could do it this time because well, I had already done it."
Harry,Does that make sense?
Hermione,No. But I don't like flying...!
Hermione,Bombarda!
Sirius,I'll be forever grateful for this to both of you.
Harry,I want to go with you.
Sirius,"One day, perhaps."
Sirius,"For some time, my life will be too unpredictable."
Sirius,And besides you're meant to be here.
Harry,But you're innocent.
Sirius,And you know it.
Sirius,"And for now, that will do."
Sirius,I expect you're tired of hearing this but you look so like your father.
Sirius,Except your eyes. You have...
Harry,My mother's eyes.
